Training for 5000 steps ...
WARNING:tensorflow:From C:\Users\LennartvanHam\Anaconda3\envs\CartPole\lib\site-packages\keras-2.3.1-py3.7.egg\keras\backend\tensorflow_backend.py:422: The name tf.global_variables is deprecated. Please use tf.compat.v1.global_variables instead.

    9/5000: episode: 1, duration: 0.101s, episode steps: 9, steps per second: 89, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.000 [1.000, 1.000], mean observation: -0.162 [-2.882, 1.749], loss: --, mae: --, mean_q: --
  990/5000: episode: 101, duration: 0.108s, episode steps: 9, steps per second: 84, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.889 [0.000, 1.000], mean observation: -0.162 [-2.526, 1.574], loss: 0.250199, mae: 2.553717, mean_q: 5.751636
 1002/5000: episode: 102, duration: 0.135s, episode steps: 12, steps per second: 89, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.750 [0.000, 1.000], mean observation: -0.111 [-2.277, 1.363], loss: 0.236251, mae: 2.596350, mean_q: 5.861366
 1012/5000: episode: 103, duration: 0.097s, episode steps: 10, steps per second: 103, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.800 [0.000, 1.000], mean observation: -0.109 [-2.006, 1.188], loss: 0.274685, mae: 2.571733, mean_q: 5.670996
 1022/5000: episode: 104, duration: 0.177s, episode steps: 10, steps per second: 56, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.800 [0.000, 1.000], mean observation: -0.123 [-2.351, 1.563], loss: 0.216094, mae: 2.604109, mean_q: 5.732497
 1031/5000: episode: 105, duration: 0.135s, episode steps: 9, steps per second: 67, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.778 [0.000, 1.000], mean observation: -0.149 [-2.203, 1.354], loss: 0.238833, mae: 2.641813, mean_q: 5.814220
 1040/5000: episode: 106, duration: 0.127s, episode steps: 9, steps per second: 71, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.778 [0.000, 1.000], mean observation: -0.145 [-2.168, 1.363], loss: 0.283733, mae: 2.677121, mean_q: 5.778231
 1049/5000: episode: 107, duration: 0.113s, episode steps: 9, steps per second: 80, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.889 [0.000, 1.000], mean observation: -0.127 [-2.456, 1.580], loss: 0.260074, mae: 2.680257, mean_q: 5.742322
 1059/5000: episode: 108, duration: 0.106s, episode steps: 10, steps per second: 95, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.700 [0.000, 1.000], mean observation: -0.102 [-1.867, 1.219], loss: 0.220780, mae: 2.691837, mean_q: 5.713679
 1070/5000: episode: 109, duration: 0.105s, episode steps: 11, steps per second: 104, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.727 [0.000, 1.000], mean observation: -0.104 [-2.277, 1.594], loss: 0.218817, mae: 2.739548, mean_q: 5.839459
 1080/5000: episode: 110, duration: 0.106s, episode steps: 10, steps per second: 94, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.800 [0.000, 1.000], mean observation: -0.133 [-1.945, 1.180], loss: 0.232421, mae: 2.765662, mean_q: 5.812831
 1091/5000: episode: 111, duration: 0.097s, episode steps: 11, steps per second: 113, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.636 [0.000, 1.000], mean observation: -0.123 [-1.839, 1.163], loss: 0.281102, mae: 2.746255, mean_q: 5.646037
 1102/5000: episode: 112, duration: 0.112s, episode steps: 11, steps per second: 98, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.636 [0.000, 1.000], mean observation: -0.108 [-1.886, 1.195], loss: 0.245280, mae: 2.794145, mean_q: 5.797683
 1112/5000: episode: 113, duration: 0.137s, episode steps: 10, steps per second: 73, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.700 [0.000, 1.000], mean observation: -0.102 [-2.100, 1.394], loss: 0.177516, mae: 2.931749, mean_q: 6.216469
 1123/5000: episode: 114, duration: 0.079s, episode steps: 11, steps per second: 138, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.636 [0.000, 1.000], mean observation: -0.120 [-2.017, 1.331], loss: 0.250489, mae: 2.951229, mean_q: 6.086976
 1134/5000: episode: 115, duration: 0.121s, episode steps: 11, steps per second: 91, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.636 [0.000, 1.000], mean observation: -0.124 [-2.059, 1.331], loss: 0.237132, mae: 2.923076, mean_q: 6.005436
 1145/5000: episode: 116, duration: 0.098s, episode steps: 11, steps per second: 112, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.727 [0.000, 1.000], mean observation: -0.104 [-1.835, 1.146], loss: 0.190524, mae: 2.992675, mean_q: 6.167485
 1154/5000: episode: 117, duration: 0.069s, episode steps: 9, steps per second: 130, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.667 [0.000, 1.000], mean observation: -0.139 [-1.913, 1.184], loss: 0.241224, mae: 2.966139, mean_q: 6.038948
 1163/5000: episode: 118, duration: 0.120s, episode steps: 9, steps per second: 75, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.667 [0.000, 1.000], mean observation: -0.135 [-1.848, 1.149], loss: 0.270261, mae: 2.953451, mean_q: 5.977552
 1171/5000: episode: 119, duration: 0.090s, episode steps: 8, steps per second: 89, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.750 [0.000, 1.000], mean observation: -0.142 [-1.902, 1.185], loss: 0.184417, mae: 2.887463, mean_q: 5.884422
 1179/5000: episode: 120, duration: 0.059s, episode steps: 8, steps per second: 136, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.750 [0.000, 1.000], mean observation: -0.130 [-1.896, 1.219], loss: 0.306862, mae: 2.936636, mean_q: 5.905037
 1188/5000: episode: 121, duration: 0.119s, episode steps: 9, steps per second: 75, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.778 [0.000, 1.000], mean observation: -0.157 [-2.173, 1.334], loss: 0.243589, mae: 2.984678, mean_q: 6.129757
 1200/5000: episode: 122, duration: 0.152s, episode steps: 12, steps per second: 79, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.667 [0.000, 1.000], mean observation: -0.093 [-1.770, 1.159], loss: 0.265098, mae: 2.913667, mean_q: 5.915040
 1208/5000: episode: 123, duration: 0.114s, episode steps: 8, steps per second: 70, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.000 [1.000, 1.000], mean observation: -0.163 [-2.528, 1.529], loss: 0.299205, mae: 2.955833, mean_q: 5.976958
 1219/5000: episode: 124, duration: 0.081s, episode steps: 11, steps per second: 136, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.727 [0.000, 1.000], mean observation: -0.111 [-2.039, 1.367], loss: 0.231493, mae: 3.003653, mean_q: 6.119116
 1229/5000: episode: 125, duration: 0.099s, episode steps: 10, steps per second: 101, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.700 [0.000, 1.000], mean observation: -0.122 [-1.862, 1.170], loss: 0.220690, mae: 2.976605, mean_q: 6.061401
 1237/5000: episode: 126, duration: 0.103s, episode steps: 8, steps per second: 77, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.750 [0.000, 1.000], mean observation: -0.142 [-1.912, 1.204], loss: 0.152342, mae: 2.980252, mean_q: 6.110692
 1246/5000: episode: 127, duration: 0.068s, episode steps: 9, steps per second: 132, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.667 [0.000, 1.000], mean observation: -0.126 [-1.899, 1.210], loss: 0.268317, mae: 3.040507, mean_q: 6.153696
 1257/5000: episode: 128, duration: 0.088s, episode steps: 11, steps per second: 125, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.636 [0.000, 1.000], mean observation: -0.098 [-2.038, 1.412], loss: 0.230713, mae: 3.045105, mean_q: 6.158589
 1268/5000: episode: 129, duration: 0.091s, episode steps: 11, steps per second: 121, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.727 [0.000, 1.000], mean observation: -0.128 [-2.345, 1.543], loss: 0.173860, mae: 3.003132, mean_q: 6.105423
 1278/5000: episode: 130, duration: 0.076s, episode steps: 10, steps per second: 132, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.800 [0.000, 1.000], mean observation: -0.115 [-2.353, 1.540], loss: 0.186694, mae: 3.129082, mean_q: 6.405113
 1287/5000: episode: 131, duration: 0.117s, episode steps: 9, steps per second: 77, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.889 [0.000, 1.000], mean observation: -0.145 [-2.211, 1.353], loss: 0.233421, mae: 2.981718, mean_q: 5.975759
 1298/5000: episode: 132, duration: 0.110s, episode steps: 11, steps per second: 100, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.636 [0.000, 1.000], mean observation: -0.090 [-1.785, 1.187], loss: 0.249602, mae: 3.067020, mean_q: 6.130518
 1308/5000: episode: 133, duration: 0.124s, episode steps: 10, steps per second: 80, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.800 [0.000, 1.000], mean observation: -0.114 [-2.138, 1.399], loss: 0.199018, mae: 3.125154, mean_q: 6.253484
 1319/5000: episode: 134, duration: 0.102s, episode steps: 11, steps per second: 108, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.636 [0.000, 1.000], mean observation: -0.109 [-1.545, 1.001], loss: 0.193625, mae: 3.068845, mean_q: 6.100401
 1330/5000: episode: 135, duration: 0.081s, episode steps: 11, steps per second: 136, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.545 [0.000, 1.000], mean observation: -0.120 [-1.575, 0.964], loss: 0.154793, mae: 3.147403, mean_q: 6.274101
 1346/5000: episode: 136, duration: 0.163s, episode steps: 16, steps per second: 98, episode reward: 16.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.087 [-1.522, 0.937], loss: 0.233048, mae: 3.219256, mean_q: 6.341160
 1359/5000: episode: 137, duration: 0.186s, episode steps: 13, steps per second: 70, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.462 [0.000, 1.000], mean observation: -0.109 [-1.543, 0.981], loss: 0.210357, mae: 3.171573, mean_q: 6.214500
 1389/5000: episode: 138, duration: 0.188s, episode steps: 30, steps per second: 160, episode reward: 30.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.137 [-1.342, 0.944], loss: 0.224049, mae: 3.225018, mean_q: 6.247287
 1411/5000: episode: 139, duration: 0.182s, episode steps: 22, steps per second: 121, episode reward: 22.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.227 [0.000, 1.000], mean observation: 0.020 [-2.373, 3.304], loss: 0.214518, mae: 3.367554, mean_q: 6.475561
 1421/5000: episode: 140, duration: 0.089s, episode steps: 10, steps per second: 112, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.125 [-1.950, 3.025], loss: 0.662415, mae: 3.501528, mean_q: 6.630294
 1430/5000: episode: 141, duration: 0.113s, episode steps: 9, steps per second: 80, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.135 [-1.585, 2.452], loss: 0.982904, mae: 3.466440, mean_q: 6.550849
 1453/5000: episode: 142, duration: 0.190s, episode steps: 23, steps per second: 121, episode reward: 23.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.435 [0.000, 1.000], mean observation: -0.132 [-0.952, 0.575], loss: 0.652240, mae: 3.490119, mean_q: 6.583962
 1477/5000: episode: 143, duration: 0.247s, episode steps: 24, steps per second: 97, episode reward: 24.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.458 [0.000, 1.000], mean observation: 0.084 [-1.319, 2.055], loss: 0.696056, mae: 3.551749, mean_q: 6.717749
 1559/5000: episode: 144, duration: 0.539s, episode steps: 82, steps per second: 152, episode reward: 82.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.148 [-1.819, 1.516], loss: 0.419009, mae: 3.638703, mean_q: 6.943282
 1568/5000: episode: 145, duration: 0.071s, episode steps: 9, steps per second: 126, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.171 [-1.743, 2.893], loss: 0.502323, mae: 3.867753, mean_q: 7.328759
 1578/5000: episode: 146, duration: 0.098s, episode steps: 10, steps per second: 102, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.098 [-1.776, 2.613], loss: 0.768813, mae: 3.769225, mean_q: 7.123400
 1588/5000: episode: 147, duration: 0.074s, episode steps: 10, steps per second: 134, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.119 [-1.601, 2.496], loss: 0.659444, mae: 3.803099, mean_q: 7.251393
 1598/5000: episode: 148, duration: 0.078s, episode steps: 10, steps per second: 129, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.151 [-1.566, 2.583], loss: 0.239718, mae: 3.858772, mean_q: 7.457288
 1609/5000: episode: 149, duration: 0.106s, episode steps: 11, steps per second: 103, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.091 [0.000, 1.000], mean observation: 0.132 [-1.755, 2.739], loss: 0.552823, mae: 3.909073, mean_q: 7.468364
 1619/5000: episode: 150, duration: 0.121s, episode steps: 10, steps per second: 83, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.131 [-1.965, 3.074], loss: 1.451451, mae: 4.156878, mean_q: 7.846803
 1628/5000: episode: 151, duration: 0.097s, episode steps: 9, steps per second: 93, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.140 [-1.758, 2.764], loss: 1.147359, mae: 4.031876, mean_q: 7.661173
 1637/5000: episode: 152, duration: 0.067s, episode steps: 9, steps per second: 135, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.130 [-1.809, 2.843], loss: 0.700580, mae: 4.091136, mean_q: 7.835876
 1646/5000: episode: 153, duration: 0.133s, episode steps: 9, steps per second: 67, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.146 [-1.754, 2.803], loss: 1.140025, mae: 4.142347, mean_q: 7.874737
 1655/5000: episode: 154, duration: 0.090s, episode steps: 9, steps per second: 100, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.132 [-1.784, 2.752], loss: 0.562666, mae: 4.088549, mean_q: 7.765384
 1666/5000: episode: 155, duration: 0.075s, episode steps: 11, steps per second: 146, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.091 [0.000, 1.000], mean observation: 0.123 [-1.750, 2.790], loss: 1.804265, mae: 4.295520, mean_q: 8.038715
 1677/5000: episode: 156, duration: 0.084s, episode steps: 11, steps per second: 131, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.091 [0.000, 1.000], mean observation: 0.121 [-1.780, 2.792], loss: 2.167601, mae: 4.308888, mean_q: 8.049898
 1685/5000: episode: 157, duration: 0.125s, episode steps: 8, steps per second: 64, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.146 [-1.590, 2.609], loss: 0.439612, mae: 4.227572, mean_q: 8.056967
 1695/5000: episode: 158, duration: 0.082s, episode steps: 10, steps per second: 122, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.134 [-1.556, 2.408], loss: 1.988781, mae: 4.380959, mean_q: 8.096914
 1706/5000: episode: 159, duration: 0.104s, episode steps: 11, steps per second: 106, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.273 [0.000, 1.000], mean observation: 0.124 [-1.151, 2.009], loss: 1.268672, mae: 4.365467, mean_q: 8.166864
 1718/5000: episode: 160, duration: 0.084s, episode steps: 12, steps per second: 143, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.417 [0.000, 1.000], mean observation: 0.119 [-1.315, 2.047], loss: 2.713633, mae: 4.540823, mean_q: 8.332804
 1726/5000: episode: 161, duration: 0.095s, episode steps: 8, steps per second: 84, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.250 [0.000, 1.000], mean observation: 0.148 [-1.185, 1.912], loss: 2.007228, mae: 4.388871, mean_q: 8.076200
 1735/5000: episode: 162, duration: 0.089s, episode steps: 9, steps per second: 101, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.157 [-1.154, 1.897], loss: 2.289969, mae: 4.614108, mean_q: 8.493627
 1760/5000: episode: 163, duration: 0.233s, episode steps: 25, steps per second: 107, episode reward: 25.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.440 [0.000, 1.000], mean observation: 0.127 [-1.017, 1.880], loss: 1.578225, mae: 4.481582, mean_q: 8.226407
 1774/5000: episode: 164, duration: 0.151s, episode steps: 14, steps per second: 93, episode reward: 14.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.357 [0.000, 1.000], mean observation: 0.135 [-0.778, 1.674], loss: 2.098775, mae: 4.545154, mean_q: 8.264597
 1790/5000: episode: 165, duration: 0.155s, episode steps: 16, steps per second: 103, episode reward: 16.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.438 [0.000, 1.000], mean observation: 0.090 [-0.810, 1.298], loss: 1.116850, mae: 4.370273, mean_q: 8.081714
 1799/5000: episode: 166, duration: 0.088s, episode steps: 9, steps per second: 102, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.128 [-1.223, 1.864], loss: 1.633186, mae: 4.582609, mean_q: 8.537574
 1809/5000: episode: 167, duration: 0.084s, episode steps: 10, steps per second: 119, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.119 [-1.161, 1.798], loss: 1.055467, mae: 4.473445, mean_q: 8.416294
 1819/5000: episode: 168, duration: 0.080s, episode steps: 10, steps per second: 125, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.139 [-1.326, 2.082], loss: 1.533171, mae: 4.641780, mean_q: 8.685934
 1833/5000: episode: 169, duration: 0.121s, episode steps: 14, steps per second: 116, episode reward: 14.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.429 [0.000, 1.000], mean observation: 0.076 [-1.177, 1.719], loss: 1.944857, mae: 4.756268, mean_q: 8.854489
 1845/5000: episode: 170, duration: 0.160s, episode steps: 12, steps per second: 75, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.109 [-0.957, 1.518], loss: 1.407320, mae: 4.613772, mean_q: 8.650897
 1857/5000: episode: 171, duration: 0.109s, episode steps: 12, steps per second: 110, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.417 [0.000, 1.000], mean observation: 0.099 [-1.015, 1.520], loss: 1.621332, mae: 4.721879, mean_q: 8.766198
 1876/5000: episode: 172, duration: 0.132s, episode steps: 19, steps per second: 144, episode reward: 19.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.474 [0.000, 1.000], mean observation: 0.123 [-0.744, 1.225], loss: 2.948927, mae: 4.769537, mean_q: 8.641991
 1895/5000: episode: 173, duration: 0.123s, episode steps: 19, steps per second: 155, episode reward: 19.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.474 [0.000, 1.000], mean observation: 0.072 [-0.735, 1.128], loss: 1.226862, mae: 4.686327, mean_q: 8.705743
 1904/5000: episode: 174, duration: 0.089s, episode steps: 9, steps per second: 102, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.104 [-1.032, 1.598], loss: 1.794063, mae: 4.941008, mean_q: 9.168735
 1913/5000: episode: 175, duration: 0.092s, episode steps: 9, steps per second: 98, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.136 [-1.150, 1.887], loss: 0.732051, mae: 4.778749, mean_q: 9.071996
 1925/5000: episode: 176, duration: 0.152s, episode steps: 12, steps per second: 79, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.089 [-1.196, 1.810], loss: 2.267930, mae: 4.993860, mean_q: 9.299098
 1935/5000: episode: 177, duration: 0.084s, episode steps: 10, steps per second: 119, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.142 [-1.545, 2.380], loss: 2.408178, mae: 5.148641, mean_q: 9.518293
 1943/5000: episode: 178, duration: 0.127s, episode steps: 8, steps per second: 63, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.145 [-1.581, 2.541], loss: 2.490978, mae: 5.097438, mean_q: 9.434625
 1951/5000: episode: 179, duration: 0.089s, episode steps: 8, steps per second: 90, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.143 [-1.570, 2.517], loss: 1.340217, mae: 4.997608, mean_q: 9.432140
 1962/5000: episode: 180, duration: 0.122s, episode steps: 11, steps per second: 91, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.182 [0.000, 1.000], mean observation: 0.119 [-1.546, 2.329], loss: 2.822553, mae: 5.187322, mean_q: 9.574150
 1973/5000: episode: 181, duration: 0.079s, episode steps: 11, steps per second: 139, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.182 [0.000, 1.000], mean observation: 0.133 [-1.539, 2.479], loss: 1.633390, mae: 5.033635, mean_q: 9.400720
 1983/5000: episode: 182, duration: 0.073s, episode steps: 10, steps per second: 137, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.116 [-1.405, 2.161], loss: 2.034171, mae: 4.978302, mean_q: 9.308600
 1994/5000: episode: 183, duration: 0.083s, episode steps: 11, steps per second: 133, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.182 [0.000, 1.000], mean observation: 0.127 [-1.577, 2.338], loss: 2.842032, mae: 5.295521, mean_q: 9.775211
 2004/5000: episode: 184, duration: 0.077s, episode steps: 10, steps per second: 130, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.111 [-2.002, 2.982], loss: 1.786700, mae: 4.986466, mean_q: 9.248843
 2014/5000: episode: 185, duration: 0.078s, episode steps: 10, steps per second: 128, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.158 [-1.553, 2.595], loss: 3.134647, mae: 5.232682, mean_q: 9.487054
 2023/5000: episode: 186, duration: 0.134s, episode steps: 9, steps per second: 67, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.134 [-1.375, 2.265], loss: 4.147699, mae: 5.308406, mean_q: 9.494036
 2036/5000: episode: 187, duration: 0.094s, episode steps: 13, steps per second: 139, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.385 [0.000, 1.000], mean observation: 0.080 [-1.162, 1.699], loss: 2.567080, mae: 5.154384, mean_q: 9.393833
 2046/5000: episode: 188, duration: 0.080s, episode steps: 10, steps per second: 126, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.121 [-1.213, 1.812], loss: 1.914786, mae: 5.033726, mean_q: 9.198103
 2055/5000: episode: 189, duration: 0.103s, episode steps: 9, steps per second: 88, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.152 [-1.194, 1.896], loss: 3.465645, mae: 5.466602, mean_q: 9.804726
 2065/5000: episode: 190, duration: 0.124s, episode steps: 10, steps per second: 81, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.110 [-1.149, 1.781], loss: 2.316573, mae: 5.197017, mean_q: 9.478313
 2074/5000: episode: 191, duration: 0.067s, episode steps: 9, steps per second: 135, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.124 [-1.173, 1.844], loss: 2.188961, mae: 5.246216, mean_q: 9.604402
 2086/5000: episode: 192, duration: 0.084s, episode steps: 12, steps per second: 144, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.117 [-0.973, 1.643], loss: 2.053923, mae: 5.189360, mean_q: 9.497497
 2100/5000: episode: 193, duration: 0.112s, episode steps: 14, steps per second: 125, episode reward: 14.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.357 [0.000, 1.000], mean observation: 0.094 [-0.991, 1.429], loss: 2.002184, mae: 5.209592, mean_q: 9.634625
 2112/5000: episode: 194, duration: 0.109s, episode steps: 12, steps per second: 110, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.417 [0.000, 1.000], mean observation: 0.092 [-1.002, 1.510], loss: 1.528758, mae: 5.298075, mean_q: 9.909408
 2125/5000: episode: 195, duration: 0.120s, episode steps: 13, steps per second: 109, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.385 [0.000, 1.000], mean observation: 0.103 [-1.121, 1.688], loss: 2.217857, mae: 5.288889, mean_q: 9.840487
 2135/5000: episode: 196, duration: 0.076s, episode steps: 10, steps per second: 131, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.129 [-0.937, 1.687], loss: 2.722369, mae: 5.327028, mean_q: 9.848267
 2145/5000: episode: 197, duration: 0.095s, episode steps: 10, steps per second: 105, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.119 [-1.194, 1.769], loss: 3.239011, mae: 5.452727, mean_q: 9.905528
 2154/5000: episode: 198, duration: 0.074s, episode steps: 9, steps per second: 122, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.131 [-1.204, 1.908], loss: 1.832875, mae: 5.430408, mean_q: 10.084481
 2163/5000: episode: 199, duration: 0.114s, episode steps: 9, steps per second: 79, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.161 [-1.345, 2.211], loss: 3.924464, mae: 5.435001, mean_q: 9.665277
 2173/5000: episode: 200, duration: 0.076s, episode steps: 10, steps per second: 132, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.124 [-1.398, 2.097], loss: 2.526243, mae: 5.260275, mean_q: 9.510973
