Training for 5000 steps ...
    9/5000: episode: 1, duration: 0.257s, episode steps: 9, steps per second: 35, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.000 [1.000, 1.000], mean observation: -0.162 [-2.882, 1.749], loss: --, mae: --, mean_q: --
 1003/5000: episode: 102, duration: 0.160s, episode steps: 13, steps per second: 81, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.692 [0.000, 1.000], mean observation: -0.117 [-2.040, 1.170], loss: 0.260181, mae: 2.652396, mean_q: 5.735910
 1014/5000: episode: 103, duration: 0.091s, episode steps: 11, steps per second: 120, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.818 [0.000, 1.000], mean observation: -0.109 [-2.317, 1.383], loss: 0.290282, mae: 2.705287, mean_q: 5.834898
 1024/5000: episode: 104, duration: 0.086s, episode steps: 10, steps per second: 117, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.900 [0.000, 1.000], mean observation: -0.127 [-2.437, 1.566], loss: 0.271781, mae: 2.708498, mean_q: 5.886905
 1033/5000: episode: 105, duration: 0.107s, episode steps: 9, steps per second: 84, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.778 [0.000, 1.000], mean observation: -0.149 [-2.203, 1.354], loss: 0.308319, mae: 2.712273, mean_q: 5.821676
 1042/5000: episode: 106, duration: 0.076s, episode steps: 9, steps per second: 118, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.778 [0.000, 1.000], mean observation: -0.145 [-2.168, 1.363], loss: 0.272415, mae: 2.746259, mean_q: 6.009859
 1051/5000: episode: 107, duration: 0.074s, episode steps: 9, steps per second: 122, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.778 [0.000, 1.000], mean observation: -0.116 [-2.121, 1.384], loss: 0.296119, mae: 2.696482, mean_q: 5.765140
 1061/5000: episode: 108, duration: 0.086s, episode steps: 10, steps per second: 117, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.700 [0.000, 1.000], mean observation: -0.089 [-1.850, 1.218], loss: 0.261880, mae: 2.750329, mean_q: 5.995101
 1072/5000: episode: 109, duration: 0.084s, episode steps: 11, steps per second: 131, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.727 [0.000, 1.000], mean observation: -0.104 [-2.277, 1.594], loss: 0.279480, mae: 2.774107, mean_q: 6.004393
 1083/5000: episode: 110, duration: 0.125s, episode steps: 11, steps per second: 88, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.727 [0.000, 1.000], mean observation: -0.134 [-2.162, 1.372], loss: 0.217431, mae: 2.744915, mean_q: 5.938531
 1094/5000: episode: 111, duration: 0.087s, episode steps: 11, steps per second: 127, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.727 [0.000, 1.000], mean observation: -0.114 [-2.118, 1.357], loss: 0.277928, mae: 2.821867, mean_q: 6.026893
 1103/5000: episode: 112, duration: 0.094s, episode steps: 9, steps per second: 95, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.778 [0.000, 1.000], mean observation: -0.131 [-1.939, 1.196], loss: 0.272414, mae: 2.838826, mean_q: 6.006993
 1113/5000: episode: 113, duration: 0.093s, episode steps: 10, steps per second: 108, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.700 [0.000, 1.000], mean observation: -0.102 [-2.100, 1.394], loss: 0.285284, mae: 2.898625, mean_q: 6.142295
 1124/5000: episode: 114, duration: 0.083s, episode steps: 11, steps per second: 132, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.727 [0.000, 1.000], mean observation: -0.133 [-2.078, 1.333], loss: 0.242683, mae: 2.797292, mean_q: 5.900946
 1135/5000: episode: 115, duration: 0.078s, episode steps: 11, steps per second: 141, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.727 [0.000, 1.000], mean observation: -0.137 [-2.124, 1.333], loss: 0.248693, mae: 2.886316, mean_q: 6.159565
 1146/5000: episode: 116, duration: 0.087s, episode steps: 11, steps per second: 126, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.727 [0.000, 1.000], mean observation: -0.114 [-2.085, 1.339], loss: 0.230725, mae: 2.846185, mean_q: 6.022829
 1155/5000: episode: 117, duration: 0.083s, episode steps: 9, steps per second: 109, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.667 [0.000, 1.000], mean observation: -0.139 [-1.913, 1.184], loss: 0.281666, mae: 2.894372, mean_q: 6.029063
 1164/5000: episode: 118, duration: 0.156s, episode steps: 9, steps per second: 58, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.778 [0.000, 1.000], mean observation: -0.146 [-1.941, 1.152], loss: 0.219571, mae: 2.802640, mean_q: 5.851910
 1172/5000: episode: 119, duration: 0.067s, episode steps: 8, steps per second: 119, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.875 [0.000, 1.000], mean observation: -0.154 [-2.234, 1.382], loss: 0.216605, mae: 2.930827, mean_q: 6.218426
 1180/5000: episode: 120, duration: 0.071s, episode steps: 8, steps per second: 112, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.750 [0.000, 1.000], mean observation: -0.130 [-1.896, 1.219], loss: 0.322113, mae: 2.880330, mean_q: 5.928347
 1189/5000: episode: 121, duration: 0.093s, episode steps: 9, steps per second: 97, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.778 [0.000, 1.000], mean observation: -0.157 [-2.173, 1.334], loss: 0.221947, mae: 2.881462, mean_q: 6.064767
 1201/5000: episode: 122, duration: 0.088s, episode steps: 12, steps per second: 136, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.667 [0.000, 1.000], mean observation: -0.099 [-2.082, 1.354], loss: 0.226667, mae: 2.941550, mean_q: 6.138991
 1209/5000: episode: 123, duration: 0.063s, episode steps: 8, steps per second: 126, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.875 [0.000, 1.000], mean observation: -0.157 [-2.188, 1.332], loss: 0.152611, mae: 2.979730, mean_q: 6.291635
 1220/5000: episode: 124, duration: 0.089s, episode steps: 11, steps per second: 124, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.727 [0.000, 1.000], mean observation: -0.116 [-2.297, 1.561], loss: 0.198369, mae: 2.940639, mean_q: 6.121916
 1230/5000: episode: 125, duration: 0.080s, episode steps: 10, steps per second: 124, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.700 [0.000, 1.000], mean observation: -0.128 [-2.115, 1.364], loss: 0.242111, mae: 2.981503, mean_q: 6.234841
 1238/5000: episode: 126, duration: 0.118s, episode steps: 8, steps per second: 68, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.750 [0.000, 1.000], mean observation: -0.142 [-1.912, 1.204], loss: 0.258124, mae: 2.951337, mean_q: 6.091819
 1247/5000: episode: 127, duration: 0.076s, episode steps: 9, steps per second: 118, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.667 [0.000, 1.000], mean observation: -0.120 [-1.648, 1.016], loss: 0.226290, mae: 2.875099, mean_q: 5.926469
 1258/5000: episode: 128, duration: 0.103s, episode steps: 11, steps per second: 107, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.727 [0.000, 1.000], mean observation: -0.102 [-2.038, 1.412], loss: 0.200560, mae: 2.944875, mean_q: 6.084070
 1270/5000: episode: 129, duration: 0.176s, episode steps: 12, steps per second: 68, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.667 [0.000, 1.000], mean observation: -0.115 [-2.030, 1.347], loss: 0.177362, mae: 3.106680, mean_q: 6.435252
 1282/5000: episode: 130, duration: 0.151s, episode steps: 12, steps per second: 79, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.583 [0.000, 1.000], mean observation: -0.099 [-1.769, 1.150], loss: 0.212593, mae: 3.048124, mean_q: 6.178113
 1292/5000: episode: 131, duration: 0.139s, episode steps: 10, steps per second: 72, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.600 [0.000, 1.000], mean observation: -0.125 [-1.793, 1.154], loss: 0.171043, mae: 3.138486, mean_q: 6.358959
 1305/5000: episode: 132, duration: 0.090s, episode steps: 13, steps per second: 144, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.538 [0.000, 1.000], mean observation: -0.078 [-1.462, 0.991], loss: 0.230414, mae: 3.137136, mean_q: 6.280850
 1317/5000: episode: 133, duration: 0.086s, episode steps: 12, steps per second: 139, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.583 [0.000, 1.000], mean observation: -0.094 [-1.756, 1.201], loss: 0.274392, mae: 3.152196, mean_q: 6.243868
 1327/5000: episode: 134, duration: 0.081s, episode steps: 10, steps per second: 123, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.600 [0.000, 1.000], mean observation: -0.116 [-1.808, 1.195], loss: 0.223044, mae: 3.132338, mean_q: 6.221639
 1337/5000: episode: 135, duration: 0.078s, episode steps: 10, steps per second: 128, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.600 [0.000, 1.000], mean observation: -0.127 [-1.575, 0.964], loss: 0.295922, mae: 3.166951, mean_q: 6.213876
 1350/5000: episode: 136, duration: 0.126s, episode steps: 13, steps per second: 103, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.615 [0.000, 1.000], mean observation: -0.116 [-1.768, 1.130], loss: 0.211579, mae: 3.214871, mean_q: 6.376653
 1362/5000: episode: 137, duration: 0.201s, episode steps: 12, steps per second: 60, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.583 [0.000, 1.000], mean observation: -0.117 [-1.543, 0.981], loss: 0.219376, mae: 3.267775, mean_q: 6.474448
 1375/5000: episode: 138, duration: 0.110s, episode steps: 13, steps per second: 118, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.538 [0.000, 1.000], mean observation: -0.090 [-1.508, 1.000], loss: 0.277535, mae: 3.206631, mean_q: 6.277397
 1391/5000: episode: 139, duration: 0.114s, episode steps: 16, steps per second: 140, episode reward: 16.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.562 [0.000, 1.000], mean observation: -0.076 [-1.728, 1.126], loss: 0.174408, mae: 3.184205, mean_q: 6.305326
 1400/5000: episode: 140, duration: 0.104s, episode steps: 9, steps per second: 86, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.667 [0.000, 1.000], mean observation: -0.124 [-1.512, 0.981], loss: 0.301818, mae: 3.290165, mean_q: 6.403887
 1414/5000: episode: 141, duration: 0.139s, episode steps: 14, steps per second: 101, episode reward: 14.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.103 [-1.486, 0.956], loss: 0.218188, mae: 3.288975, mean_q: 6.448435
 1427/5000: episode: 142, duration: 0.110s, episode steps: 13, steps per second: 119, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.538 [0.000, 1.000], mean observation: -0.111 [-1.118, 0.582], loss: 0.234142, mae: 3.282007, mean_q: 6.380928
 1447/5000: episode: 143, duration: 0.144s, episode steps: 20, steps per second: 139, episode reward: 20.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.043 [-1.367, 1.018], loss: 0.249514, mae: 3.376200, mean_q: 6.548541
 1464/5000: episode: 144, duration: 0.116s, episode steps: 17, steps per second: 146, episode reward: 17.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.471 [0.000, 1.000], mean observation: -0.096 [-1.437, 0.953], loss: 0.273626, mae: 3.350001, mean_q: 6.460430
 1525/5000: episode: 145, duration: 0.403s, episode steps: 61, steps per second: 151, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.475 [0.000, 1.000], mean observation: -0.119 [-1.508, 1.654], loss: 0.265109, mae: 3.509944, mean_q: 6.732851
 1545/5000: episode: 146, duration: 0.134s, episode steps: 20, steps per second: 150, episode reward: 20.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.004 [-2.349, 3.251], loss: 0.367230, mae: 3.472324, mean_q: 6.570485
 1565/5000: episode: 147, duration: 0.208s, episode steps: 20, steps per second: 96, episode reward: 20.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.029 [-2.368, 3.402], loss: 0.219077, mae: 3.661558, mean_q: 7.033582
 1574/5000: episode: 148, duration: 0.117s, episode steps: 9, steps per second: 77, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.164 [-1.760, 2.839], loss: 0.288255, mae: 3.547009, mean_q: 6.757116
 1584/5000: episode: 149, duration: 0.125s, episode steps: 10, steps per second: 80, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.134 [-1.948, 2.980], loss: 1.237815, mae: 3.800032, mean_q: 7.198733
 1594/5000: episode: 150, duration: 0.081s, episode steps: 10, steps per second: 123, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.111 [-1.576, 2.483], loss: 0.783718, mae: 3.730843, mean_q: 7.111922
 1603/5000: episode: 151, duration: 0.070s, episode steps: 9, steps per second: 128, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.140 [-1.758, 2.764], loss: 0.656779, mae: 3.791541, mean_q: 7.239769
 1674/5000: episode: 152, duration: 0.425s, episode steps: 71, steps per second: 167, episode reward: 71.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.479 [0.000, 1.000], mean observation: -0.108 [-1.586, 1.869], loss: 0.659525, mae: 3.898362, mean_q: 7.392361
 1686/5000: episode: 153, duration: 0.086s, episode steps: 12, steps per second: 139, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.250 [0.000, 1.000], mean observation: 0.121 [-1.557, 2.448], loss: 0.578784, mae: 3.884152, mean_q: 7.388565
 1696/5000: episode: 154, duration: 0.076s, episode steps: 10, steps per second: 131, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.121 [-1.392, 2.087], loss: 1.152289, mae: 4.073786, mean_q: 7.692740
 1712/5000: episode: 155, duration: 0.119s, episode steps: 16, steps per second: 135, episode reward: 16.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.098 [-0.582, 1.059], loss: 0.957869, mae: 4.102408, mean_q: 7.797746
 1724/5000: episode: 156, duration: 0.088s, episode steps: 12, steps per second: 136, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.417 [0.000, 1.000], mean observation: 0.102 [-1.191, 1.799], loss: 1.493833, mae: 4.182993, mean_q: 7.848027
 1746/5000: episode: 157, duration: 0.250s, episode steps: 22, steps per second: 88, episode reward: 22.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.545 [0.000, 1.000], mean observation: 0.115 [-0.609, 0.970], loss: 0.814689, mae: 4.205135, mean_q: 7.973465
 1769/5000: episode: 158, duration: 0.149s, episode steps: 23, steps per second: 154, episode reward: 23.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.478 [0.000, 1.000], mean observation: 0.073 [-0.402, 1.028], loss: 1.320370, mae: 4.293703, mean_q: 8.108274
 1779/5000: episode: 159, duration: 0.084s, episode steps: 10, steps per second: 119, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.125 [-0.763, 1.490], loss: 0.352767, mae: 4.170396, mean_q: 7.963830
 1794/5000: episode: 160, duration: 0.167s, episode steps: 15, steps per second: 90, episode reward: 15.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.400 [0.000, 1.000], mean observation: 0.101 [-0.925, 1.484], loss: 0.418025, mae: 4.375843, mean_q: 8.397333
 1803/5000: episode: 161, duration: 0.087s, episode steps: 9, steps per second: 103, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.147 [-0.992, 1.666], loss: 1.516650, mae: 4.500557, mean_q: 8.519059
 1812/5000: episode: 162, duration: 0.070s, episode steps: 9, steps per second: 128, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.151 [-0.961, 1.648], loss: 1.778839, mae: 4.416293, mean_q: 8.278045
 1824/5000: episode: 163, duration: 0.088s, episode steps: 12, steps per second: 136, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.250 [0.000, 1.000], mean observation: 0.113 [-1.409, 2.181], loss: 0.746034, mae: 4.371348, mean_q: 8.250599
 1834/5000: episode: 164, duration: 0.086s, episode steps: 10, steps per second: 117, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.156 [-1.547, 2.613], loss: 1.168087, mae: 4.420765, mean_q: 8.334361
 1843/5000: episode: 165, duration: 0.070s, episode steps: 9, steps per second: 128, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.126 [-1.786, 2.783], loss: 2.251302, mae: 4.578253, mean_q: 8.544443
 1852/5000: episode: 166, duration: 0.159s, episode steps: 9, steps per second: 57, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.154 [-1.812, 2.879], loss: 2.352679, mae: 4.595086, mean_q: 8.529261
 1863/5000: episode: 167, duration: 0.087s, episode steps: 11, steps per second: 127, episode reward: 11.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.182 [0.000, 1.000], mean observation: 0.115 [-1.362, 2.275], loss: 1.641204, mae: 4.613788, mean_q: 8.627988
 1873/5000: episode: 168, duration: 0.077s, episode steps: 10, steps per second: 130, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.163 [-1.914, 3.093], loss: 1.359903, mae: 4.781415, mean_q: 9.041380
 1883/5000: episode: 169, duration: 0.083s, episode steps: 10, steps per second: 121, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.118 [-1.765, 2.669], loss: 1.612193, mae: 4.744680, mean_q: 8.865673
 1893/5000: episode: 170, duration: 0.133s, episode steps: 10, steps per second: 75, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.143 [-1.547, 2.527], loss: 1.309612, mae: 4.743964, mean_q: 8.964857
 1902/5000: episode: 171, duration: 0.132s, episode steps: 9, steps per second: 68, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.131 [-1.797, 2.772], loss: 2.127606, mae: 4.812324, mean_q: 9.067973
 1911/5000: episode: 172, duration: 0.072s, episode steps: 9, steps per second: 125, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.168 [-1.724, 2.832], loss: 1.928880, mae: 4.677370, mean_q: 8.834897
 1923/5000: episode: 173, duration: 0.090s, episode steps: 12, steps per second: 134, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.083 [0.000, 1.000], mean observation: 0.120 [-1.907, 2.974], loss: 1.699333, mae: 4.739357, mean_q: 8.847541
 1932/5000: episode: 174, duration: 0.120s, episode steps: 9, steps per second: 75, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.113 [-1.425, 2.272], loss: 2.939169, mae: 4.938562, mean_q: 9.137155
 1940/5000: episode: 175, duration: 0.064s, episode steps: 8, steps per second: 125, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.149 [-1.543, 2.560], loss: 2.115055, mae: 4.719856, mean_q: 8.773356
 1950/5000: episode: 176, duration: 0.074s, episode steps: 10, steps per second: 135, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.113 [-1.975, 2.987], loss: 3.065264, mae: 5.071054, mean_q: 9.274080
 1960/5000: episode: 177, duration: 0.078s, episode steps: 10, steps per second: 128, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.156 [-1.937, 3.054], loss: 1.228063, mae: 4.787814, mean_q: 8.949450
 1968/5000: episode: 178, duration: 0.070s, episode steps: 8, steps per second: 114, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.145 [-1.581, 2.541], loss: 2.915439, mae: 4.855757, mean_q: 8.797680
 1976/5000: episode: 179, duration: 0.072s, episode steps: 8, steps per second: 111, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.125 [0.000, 1.000], mean observation: 0.137 [-1.374, 2.178], loss: 1.996726, mae: 4.768515, mean_q: 8.768690
 1988/5000: episode: 180, duration: 0.102s, episode steps: 12, steps per second: 118, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.109 [-1.350, 1.994], loss: 0.948698, mae: 4.637936, mean_q: 8.610696
 1998/5000: episode: 181, duration: 0.081s, episode steps: 10, steps per second: 123, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.140 [-1.540, 2.519], loss: 1.690839, mae: 4.657998, mean_q: 8.661627
 2008/5000: episode: 182, duration: 0.077s, episode steps: 10, steps per second: 130, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.130 [-1.795, 2.741], loss: 2.383969, mae: 4.873818, mean_q: 9.071012
 2020/5000: episode: 183, duration: 0.096s, episode steps: 12, steps per second: 125, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.083 [0.000, 1.000], mean observation: 0.122 [-1.970, 3.041], loss: 1.903169, mae: 4.959831, mean_q: 9.290436
 2030/5000: episode: 184, duration: 0.134s, episode steps: 10, steps per second: 75, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.106 [-1.806, 2.643], loss: 1.836919, mae: 5.041970, mean_q: 9.489194
 2039/5000: episode: 185, duration: 0.081s, episode steps: 9, steps per second: 111, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.165 [-1.746, 2.839], loss: 2.864861, mae: 5.093637, mean_q: 9.428223
 2048/5000: episode: 186, duration: 0.071s, episode steps: 9, steps per second: 126, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.144 [-1.764, 2.841], loss: 2.030735, mae: 5.077932, mean_q: 9.532386
 2058/5000: episode: 187, duration: 0.077s, episode steps: 10, steps per second: 129, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.114 [-1.749, 2.632], loss: 2.469469, mae: 5.210999, mean_q: 9.644624
 2067/5000: episode: 188, duration: 0.074s, episode steps: 9, steps per second: 122, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.142 [-1.801, 2.809], loss: 2.052278, mae: 5.200825, mean_q: 9.685817
 2075/5000: episode: 189, duration: 0.066s, episode steps: 8, steps per second: 120, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.160 [-1.587, 2.568], loss: 3.934980, mae: 5.118145, mean_q: 9.340475
 2085/5000: episode: 190, duration: 0.106s, episode steps: 10, steps per second: 94, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.300 [0.000, 1.000], mean observation: 0.116 [-1.152, 1.850], loss: 3.083407, mae: 5.142191, mean_q: 9.387856
 2094/5000: episode: 191, duration: 0.075s, episode steps: 9, steps per second: 121, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.222 [0.000, 1.000], mean observation: 0.135 [-1.176, 1.926], loss: 2.965035, mae: 5.503653, mean_q: 10.045421
 2104/5000: episode: 192, duration: 0.079s, episode steps: 10, steps per second: 127, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.124 [-1.359, 2.132], loss: 3.416727, mae: 5.116212, mean_q: 9.258226
 2116/5000: episode: 193, duration: 0.173s, episode steps: 12, steps per second: 69, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.333 [0.000, 1.000], mean observation: 0.103 [-1.187, 1.741], loss: 2.366940, mae: 5.097064, mean_q: 9.376008
 2126/5000: episode: 194, duration: 0.097s, episode steps: 10, steps per second: 103, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.116 [-1.394, 2.178], loss: 3.072788, mae: 5.142038, mean_q: 9.358118
 2138/5000: episode: 195, duration: 0.087s, episode steps: 12, steps per second: 138, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.083 [0.000, 1.000], mean observation: 0.122 [-1.905, 3.004], loss: 2.649979, mae: 5.277317, mean_q: 9.682872
 2148/5000: episode: 196, duration: 0.079s, episode steps: 10, steps per second: 126, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.200 [0.000, 1.000], mean observation: 0.148 [-1.135, 2.068], loss: 2.666435, mae: 5.288407, mean_q: 9.820801
 2157/5000: episode: 197, duration: 0.072s, episode steps: 9, steps per second: 124, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.140 [-1.783, 2.764], loss: 2.111971, mae: 5.295106, mean_q: 9.861691
 2166/5000: episode: 198, duration: 0.093s, episode steps: 9, steps per second: 97, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.147 [-1.593, 2.489], loss: 2.146857, mae: 5.229738, mean_q: 9.767462
 2175/5000: episode: 199, duration: 0.075s, episode steps: 9, steps per second: 121, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.111 [0.000, 1.000], mean observation: 0.172 [-1.542, 2.549], loss: 1.481684, mae: 5.153179, mean_q: 9.555939
 2185/5000: episode: 200, duration: 0.095s, episode steps: 10, steps per second: 106, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.100 [0.000, 1.000], mean observation: 0.148 [-1.790, 2.756], loss: 3.549042, mae: 5.520631, mean_q: 10.003099
 2193/5000: episode: 201, duration: 0.063s, episode steps: 8, steps per second: 127, episode reward: 8.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.149 [-1.537, 2.505], loss: 1.106185, mae: 5.116421, mean_q: 9.630252
 2202/5000: episode: 202, duration: 0.077s, episode steps: 9, steps per second: 117, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.000 [0.000, 0.000], mean observation: 0.139 [-1.809, 2.788], loss: 2.292207, mae: 5.226944, mean_q: 9.702288
